ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Variable Output Compressor,Registration Number
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,ASTG30KMTB/AOTG30KMTB,,,FUJITSU,1.97,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,2.46,6.53,8.5,280,0,0,0,340,2.34,9,Calorimeter Room,3.5026,3.9526,TRUE,60.5,,6.15,6.18,4.482014388,5.484848485,,,,3.47334667,3.917662806,,,2.4467,3.3353,2,3,Calorimeter Room,Single,R32,"Australia,New Zealand",106027,2022/3/28,,Approved,Reverse Cycle,1150,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.5026,Available,,,TRUE,AAC2500
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,ASTG34KMTB/AOTG34KMTB,,,FUJITSU,2.58,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,2.78,6.82,9.4,280,0,0,0,340,2.84,10.3,Calorimeter Room,3.4884,3.7481,TRUE,62.8,,6.09,6.07,4.798582996,5.402489627,,,,3.462581712,3.721079891,,,2.4252,2.9422,2,2.5,Calorimeter Room,Single,R32,"Australia,New Zealand",106030,2022/3/22,,Approved,Reverse Cycle,1150,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.4884,Available,,,TRUE,AAC2482
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,ASTG30CMTB/AOTG30CMTB,,,FUJITSU,1.97,Non Ducted,Single Split System,Wall Hung,Air,,Thailand,2.46,6.53,8.5,280,0,0,0,840,0,0,Calorimeter Room,3.5026,0,TRUE,60.5,,6.15,0,4.482014388,0,,,,3.47334667,0,,,2.4467,0,2,0,Calorimeter Room,Single,R32,"Australia,New Zealand",106034,2022/3/23,,Approved,Cooling Only,1150,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.5026,Available,,,TRUE,AAC2492
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,ASTG34CMTB/AOTG34CMTB,,,FUJITSU,2.58,Non Ducted,Single Split System,Wall Hung,Air,,Thailand,2.78,6.82,9.4,280,0,0,0,340,0,0,Calorimeter Room,3.4884,0,TRUE,62.8,,6.09,0,4.798582996,0,,,,3.462581712,0,,,2.4252,0,2,0,Calorimeter Room,Single,R32,"Australia,New Zealand",106036,2022/3/28,,Approved,Cooling Only,1150,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.4884,Available,,,TRUE,AAC2502
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CSV-140/QC3W,,,MDV,2.38,Non Ducted,Single Split System,Cassette,Air,Air,China,4.25,11.62,14,840,0,0,0,287,4.3,14.5,Calorimeter Room,3.29,3.3849,TRUE,0,,10,10,0,0,,,,3.262983855,3.359206263,,,2.026,2.2184,2,2,Calorimeter Room,Single,R410A,"Australia,New Zealand",106048,2022/3/28,,Approved,Reverse Cycle,840,Class 6,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.29,Available,,,TRUE,AAC2501
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CSV-53/QC3W,,,MDV,1.05,Non Ducted,Single Split System,Cassette,Air,Air,China,1.48,4.25,5.3,840,0,0,0,205,1.62,5.8,Calorimeter Room,3.6771,3.5594,TRUE,0,,10,8,0,0,,,,3.592451288,3.501422509,,,2.6849,2.5028,2.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",106049,2022/3/28,,Approved,Reverse Cycle,840,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.6771,Available,,,TRUE,AAC2498
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,ADH160H1ERG / 1UH160P1ERG,,,Haier,2.2,Ducted,Single Split System,,Air,Air,China,4.83,13.3,15.5,570,0,0,0,420,4.99,18,Calorimeter Room,3.1885,3.8385,TRUE,0,,15,15,0,0,,,,3.155924905,3.798507002,,,0,0,0,0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",106342,2022/4/11,,Approved,Reverse Cycle,1350,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.1885,Available,,,TRUE,AAC2511
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,ADH140M1ERG / 1UH140P1ERG,,,Haier,2.9,Ducted,Single Split System,,Air,Air,China,4.06,10.5,13.4,720,0,0,0,250,4.29,15,Calorimeter Room,3.232,3.8058,TRUE,0,,10,10,0,0,,,,3.205725539,3.774856758,,,0,0,0,0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",106343,2022/4/10,,Approved,Reverse Cycle,1500,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.232,Available,,,TRUE,AAC2509
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MCY-MHP0305HT / MMU-AP0122H / MMU-AP0152H,,,Toshiba,1.27,Non Ducted,Multiple split - VRF,,Air,Air,"Japan,China",2.094,6.73,8,,0,0,0,,2.144,9,Enthalpy Test Room,3.6205,4.2431,TRUE,0,,13.06,13.06,0,0,,,,3.548739102,4.157647781,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",106358,2022/4/11,,Approved,Reverse Cycle,,Class 9,TRUE,,,TRUE,FALSE,FALSE,,3.6205,Available,,,TRUE,AAC2514
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MCY-MHP0405HT / MMU-AP0092H,,,Toshiba,0.28,Non Ducted,Multiple split - VRF,,Air,Air,"Japan,China",3.47,10.92,11.2,,0,0,0,,3.17,12.5,Enthalpy Test Room,3.464,4.1294,TRUE,0,,20.06,20.06,0,0,,,,3.390726342,4.038557742,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",106361,2022/4/21,,Approved,Reverse Cycle,,Class 10,TRUE,,,TRUE,FALSE,FALSE,,3.464,Available,,,TRUE,AAC2520
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MCY-MHP0506HT / MMU-AP0092H / MMU-AP0152H,,,Toshiba,3.01,Non Ducted,Multiple split - VRF,,Air,Air,"Japan,China",4.03,10.99,14,,0,0,0,,3.95,16,Enthalpy Test Room,3.2899,4.1414,TRUE,0,,20.03,20.03,0,0,,,,3.236827857,4.067808468,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",106362,2022/4/26,,Approved,Reverse Cycle,,Class 10,TRUE,,,TRUE,FALSE,FALSE,,3.2899,Available,,,TRUE,AAC2521
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MCY-MHP0606HT / MMU-AP0092H / MMU-AP0152H / MMU-AP0182H,,,Toshiba,1.8,Non Ducted,Multiple split - VRF,,Air,Air,"Japan,China",4.581,13.7,15.5,,0,0,0,,4.241,17,Enthalpy Test Room,3.2216,4.2031,TRUE,0,,20.03,20.03,0,0,,,,3.175143426,4.13156492,,,,,,,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",106363,2022/4/11,,Approved,Reverse Cycle,,Class 10,TRUE,,,TRUE,FALSE,FALSE,,3.2216,Available,,,TRUE,AAC2515
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,ARTA36LATU-AOTA36LCTL,,,FUJITSU,2.05,Ducted,Single Split System,,Air,Air,Thailand,3.11,7.95,10,700,0,0,0,270,3.02,11.2,Enthalpy Test Room,3.2846,3.7315,TRUE,0,,10.59,10.58,0,0,,,,3.246578773,3.688252905,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106368,2022/5/9,,Approved,Reverse Cycle,1135,Class 7,FALSE,,FALSE,,,,,3.2846,Available,,,TRUE,AAC2545
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,ARTA45LATU / AOTA45LCTL,,,FUJITSU,2.73,Ducted,Single Split System,,Air,Air,Thailand,3.56,8.77,11.5,700,0,0,0,270,4.02,14,Enthalpy Test Room,3.2438,3.4988,TRUE,60,,10.59,10.58,3.825520833,4.630678078,,,,3.211726311,3.46793865,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106375,2022/5/1,,Approved,Reverse Cycle,1135,Class 7,FALSE,,FALSE,,,,,3.2438,Available,,,TRUE,AAC2528
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,AUTA36LCLU-OTA36LCTL,,,FUJITSU,2.05,Non Ducted,Single Split System,Cassette,Air,Air,"Thailand,China",2.94,7.95,10,840,0,0,0,288,2.98,11.2,Calorimeter Room,3.5425,3.7941,TRUE,0,,10.59,10.58,0,0,,,,3.498333899,3.748796998,,,2.4967,2.9976,2,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",106381,2022/5/9,,Approved,Reverse Cycle,840,Class 5,FALSE,,FALSE,,,,,3.5425,Available,,,TRUE,AAC2543
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,ABTA45LAT / AOTA45LCTL,,,FUJITSU,2.73,Non Ducted,Single Split System,Floor/Ceiling,Air,Air,Thailand,3.56,8.77,11.5,700,0,0,0,240,4.11,14,Calorimeter Room,3.2514,3.4429,TRUE,0,,10.49,10.48,4.602675059,4.939330544,,,,3.219409188,3.413190031,,,1.9388,2.3264,1.5,2,Calorimeter Room,Single,R410A,"Australia,New Zealand",106387,2022/5/10,,Approved,Reverse Cycle,1660,Class 5,FALSE,,FALSE,,,,,3.2514,Available,,,TRUE,AAC2553
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,AUTA45LCLU-AOTA45LCTL,,,FUJITSU,3.07,Non Ducted,Single Split System,Cassette,Air,Air,"Thailand,China",3.89,9.43,12.5,840,0,0,0,288,3.83,14,Calorimeter Room,3.261,3.7684,TRUE,65,,10.59,10.58,4.745127436,5.39447429,,,,3.230940295,3.733096402,,,1.9619,2.9662,1.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",106390,2022/5/9,,Approved,Reverse Cycle,840,Class 5,FALSE,,FALSE,,,,,3.261,Available,,,TRUE,AAC2546
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,ABTA36LAT / AOTA36LCTL,,,FUJITSU,2.05,Non Ducted,Single Split System,Floor/Ceiling,Air,Air,Thailand,3.11,7.95,10,700,0,0,0,240,3.02,11.2,Calorimeter Room,3.2841,3.7893,TRUE,0,,10.49,10.48,0,0,,,,3.246450863,3.745305595,,,1.9929,2.9906,1.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",106394,2022/5/18,,Approved,Reverse Cycle,1660,Class 5,FALSE,,FALSE,,,,,3.2841,Available,,,TRUE,AAC2563
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,ARTG30LHTA/AOTG30LATL,,,FUJITSU,0.68,Ducted,Single Split System,,Air,Air,Thailand,2.7,8.32,9,500,0,0,0,400,2.95,11.2,Enthalpy Test Room,3.3929,3.8429,TRUE,0,,10.19,10.09,0,0,,,,3.349859503,3.798721083,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106429,2022/5/9,,Approved,Reverse Cycle,1050,Class 6,FALSE,,FALSE,,,,,3.3929,Available,,,TRUE,AAC2547
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,ARTG36LHTA / AOTG36LATL,,,FUJITSU,1.02,Ducted,Single Split System,,Air,Air,Thailand,3.18,9.48,10.5,500,0,0,0,400,3.3,12.1,Enthalpy Test Room,3.3744,3.7352,TRUE,0,,10.19,10.09,0,0,,,,3.338081869,3.696641869,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106431,2022/5/18,,Approved,Reverse Cycle,1050,Class 7,FALSE,,FALSE,,,,,3.3744,Available,,,TRUE,AAC2562
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,TPA145RKTF,,,TEMPERZONE,2.33,Ducted,Packaged,,Air,Air,"New Zealand,Australia",4.47,11.65,13.98,,0,0,0,,4.92,15.37,Enthalpy Test Room,3.1275,3.124,TRUE,0,,9.91,9.71,0,0,,,,3.104255143,3.1032827,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",106470,2022/5/30,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,201000331,3.1275,Available,,,TRUE,AAC2597
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HAC26I,,,HELLER,0.075,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.67,2.425,2.5,280,0,0,0,183,0.68,2.6,Calorimeter Room,4.1485,4.4533,TRUE,0,,1,1,0,0,,,,4.125810677,4.429780721,,,3.7516,4.3596,3.5,4,Calorimeter Room,Single,R410A,Australia,106472,2022/5/4,,Approved,Reverse Cycle,800,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.1485,Available,,,TRUE,AAC2539
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HAC32I,,,HELLER,0.05,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.84,3.15,3.2,280,0,0,0,200,0.84,3.2,Calorimeter Room,3.857,3.7277,TRUE,0,,4,4,0,0,,,,3.793179372,3.667962822,,,3.0864,2.8359,3,2.5,Calorimeter Room,Single,R410A,Australia,106496,2022/5/26,,Approved,Reverse Cycle,898,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.857,Available,,,TRUE,AAC2585
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HAC7000I,,,HELLER,1,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.05,6,7,340,0,0,0,260,2.1,7.5,Calorimeter Room,3.3806,3.4186,TRUE,0,,1,1,0,0,,,,3.374926378,3.413230225,,,2.2499,2.3265,2,2,Calorimeter Room,Single,R410A,Australia,106497,2022/5/4,,Approved,Reverse Cycle,1186,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.3806,Available,,,TRUE,AAC2540
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,HAC8000I,,,HELLER,1.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.35,6.4,7.8,260,0,0,0,340,2.4,8,Calorimeter Room,3.4339,3.4441,TRUE,0,,1,1,0,0,,,,3.428675532,3.438806658,,,2.3574,2.3776,2,2,Calorimeter Room,Single,R410A,Australia,106498,2022/4/20,,Approved,Reverse Cycle,1186,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.4339,Available,,,TRUE,AAC2519
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DXK21ZRA-W / DXC21ZRA-W,SRK/DXK_63/21ZRA-W,,MITSUBISHI HEAVY INDUSTRIES,1.09,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.58,5.21,6.3,,0,0,0,,1.6,7.1,Calorimeter Room,3.9132,4.3646,TRUE,0,,3,3,0,0,,,,3.888758825,4.337813761,,,3.2775,4.1756,3,4,Calorimeter Room,Single,R32,,106589,2022/5/1,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.9132,Available,,,TRUE,AAC2529
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SRK63ZRA-W / SRC63ZRA-W,SRK/DXK_63/21ZRA-W,,MITSUBISHI HEAVY INDUSTRIES,1.09,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.58,5.21,6.3,,0,0,0,,1.6,7.1,Calorimeter Room,3.9132,4.3646,TRUE,0,,3,3,0,0,,,,3.888758825,4.337813761,,,3.2775,4.1756,3,4,Calorimeter Room,Single,R32,,106589,2022/5/1,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.9132,Available,,,TRUE,AAC2529
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SRK/DXK_63/21ZRA-W,SRK/DXK_63/21ZRA-W,,MITSUBISHI HEAVY INDUSTRIES,1.09,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,1.58,5.21,6.3,,0,0,0,,1.6,7.1,Calorimeter Room,3.9132,4.3646,TRUE,0,,3,3,0,0,,,,3.888758825,4.337813761,,,3.2775,4.1756,3,4,Calorimeter Room,Single,R32,,106589,2022/5/1,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.9132,Available,,,TRUE,AAC2529
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRA131C / SRA131A & SRG131F,SRA131C / SRG131E,,ACTRON AIR,1.078,Ducted,Single Split System,,Air,Air,Australia,3.748,11.168,12.246,,0,0,0,,3.341,12.181,Enthalpy Test Room,3.1857,3.5549,FALSE,0,,8.8,8.8,0,0,,,,3.160616495,3.523554444,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106632,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-069,3.1857,Available,,,,AAC2523
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRA131C / SRG131E,SRA131C / SRG131E,,ACTRON AIR,1.078,Ducted,Single Split System,,Air,Air,Australia,3.748,11.168,12.246,,0,0,0,,3.341,12.181,Enthalpy Test Room,3.1857,3.5549,FALSE,0,,8.8,8.8,0,0,,,,3.160616495,3.523554444,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106632,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-069,3.1857,Available,,,,AAC2523
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,3MXM52RVMA,,,DAIKIN,0,Non Ducted,Multiple split - Fixed head,,Air,Air,Thailand,1.15,5.2,5.2,,0,0,0,,1.4,6.8,Enthalpy Test Room,5.166,5.1509,TRUE,0,,61.6,56.3,0,0,,,,4.301531577,4.507013757,,,,,,,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",106639,2022/5/19,,Approved,Reverse Cycle,,Class 9,FALSE,,FALSE,,,,,5.166,Available,,,TRUE,AAC2565
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRA151C / SRA151A & SRG151F,SRA151C / SRG151E,,ACTRON AIR,3.042,Ducted,Single Split System,,Air,Air,Australia,4.56,11.944,14.986,,0,0,0,,4.163,15.118,Enthalpy Test Room,3.2042,3.5407,FALSE,0,,8.8,8.8,0,0,,,,3.18340195,3.515597423,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106672,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-069,3.2042,Available,,,,AAC2525
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRA151C / SRG151E,SRA151C / SRG151E,,ACTRON AIR,3.042,Ducted,Single Split System,,Air,Air,Australia,4.56,11.944,14.986,,0,0,0,,4.163,15.118,Enthalpy Test Room,3.2042,3.5407,FALSE,0,,8.8,8.8,0,0,,,,3.18340195,3.515597423,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106672,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-069,3.2042,Available,,,,AAC2525
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRA171C / SRA171A & SRG171F,SRA171C / SRG171E,,ACTRON AIR,3.716,Ducted,Single Split System,,Air,Air,Australia,5.151,13.099,16.815,,0,0,0,,4.758,17.568,Enthalpy Test Room,3.1829,3.6,FALSE,0,,8.8,8.8,0,0,,,,3.164603385,3.577676668,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106673,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-069,3.1829,Available,,,,AAC2524
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRA171C / SRG171E,SRA171C / SRG171E,,ACTRON AIR,3.716,Ducted,Single Split System,,Air,Air,Australia,5.151,13.099,16.815,,0,0,0,,4.758,17.568,Enthalpy Test Room,3.1829,3.6,FALSE,0,,8.8,8.8,0,0,,,,3.164603385,3.577676668,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106673,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-069,3.1829,Available,,,,AAC2524
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRD131C / SRV131E,,,ACTRON AIR,1.227,Ducted,Single Split System,,Air,Air,Australia,3.68,11.04,12.267,,0,0,0,,3.301,12.162,Enthalpy Test Room,3.25,3.5922,TRUE,0,,8.8,8.8,0,0,,,,3.223942137,3.560165537,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106674,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-070,3.25,Available,,,TRUE,AAC2522
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRD151C / SRM151E,SRD151C / SRV151E,,ACTRON AIR,2.946,Ducted,Single Split System,,Air,Air,Australia,4.287,11.427,14.373,,0,0,0,,4.494,15.004,Enthalpy Test Room,3.2687,3.2552,TRUE,0,,8.8,8.8,0,0,,,,3.24619667,3.233825787,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106675,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-070,3.2687,Available,,,TRUE,AAC2526
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRD151C / SRV151E,SRD151C / SRV151E,,ACTRON AIR,2.946,Ducted,Single Split System,,Air,Air,Australia,4.287,11.427,14.373,,0,0,0,,4.494,15.004,Enthalpy Test Room,3.2687,3.2552,TRUE,0,,8.8,8.8,0,0,,,,3.24619667,3.233825787,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106675,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-070,3.2687,Available,,,TRUE,AAC2526
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRD191C / SRM191E,SRD191C / SRV191E,,ACTRON AIR,2.312,Ducted,Single Split System,,Air,Air,Australia,5.728,16.332,18.644,,0,0,0,,5.326,18.522,Enthalpy Test Room,3.1735,3.3907,TRUE,0,,8.8,8.8,0,0,,,,3.157139324,3.371893802,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106676,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-070,3.1735,Available,,,TRUE,AAC2534
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,MEPS 2011,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRD191C / SRV191A & SRV191F,SRD191C / SRV191E,,ACTRON AIR,2.312,Ducted,Single Split System,,Air,Air,Australia,5.728,16.332,18.644,,0,0,0,,5.326,18.522,Enthalpy Test Room,3.1735,3.3907,TRUE,0,,8.8,8.8,0,0,,,,3.157139324,3.371893802,,,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",106676,2022/5/2,,Approved,Reverse Cycle,,Class 7,FALSE,,TRUE,,,,2020-070,3.1735,Available,,,TRUE,AAC2534
