,ApplStandard,N-Standard,Model_No,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration3_Sink,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,H2_COP,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,outdoortype,Phase,Refrigerant,Type,Demand Response 1,EER,Registration Number
2645,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,MSY-GN35VF/MUY-GN35VF,MITSUBISHI ELECTRIC,0.75,Non Ducted,Single Split System,Air,Thailand,0.89,2.75,3.5,0.0,0.0,0.0,Calorimeter Room,3.8618,0.0,True,4.0,0.0,0.0,0.0,3.80542829977,0.0,Calorimeter Room,Single,R32,Cooling Only,False,3.8618,AAC2697
2646,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,MSY-GN42VF/MUY-GN42VF,MITSUBISHI ELECTRIC,0.96,Non Ducted,Single Split System,Air,Thailand,1.18,3.24,4.2,0.0,0.0,0.0,Calorimeter Room,3.593,0.0,True,4.0,0.0,0.0,0.0,3.55087037936,0.0,Calorimeter Room,Single,R32,Cooling Only,False,3.593,AAC2708
2647,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,MSY-GN50VF/MUY-GN50VF,MITSUBISHI ELECTRIC,0.68,Non Ducted,Single Split System,Air,Thailand,1.25,4.12,4.8,0.0,0.0,0.0,Calorimeter Room,3.8191,0.0,True,4.0,0.0,0.0,0.0,3.77815796977,0.0,Calorimeter Room,Single,R32,Cooling Only,False,3.8191,AAC2698
2648,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,MSY-GN60VF/MUY-GN60VF,MITSUBISHI ELECTRIC,1.57,Non Ducted,Single Split System,Air,Thailand,1.58,4.43,6.0,0.0,0.0,0.0,Calorimeter Room,3.829,0.0,True,4.0,0.0,0.0,0.0,3.79663688912,0.0,Calorimeter Room,Single,R32,Cooling Only,False,3.829,AAC2711
2649,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,MSY-GN71VF/MUY-GN71VF,MITSUBISHI ELECTRIC,2.32,Non Ducted,Single Split System,Air,Thailand,1.84,4.78,7.1,0.0,0.0,0.0,Calorimeter Room,3.8716,0.0,True,6.0,0.0,0.0,0.0,3.82934756872,0.0,Calorimeter Room,Single,R32,Cooling Only,False,3.8716,AAC2709
2650,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,MSY-GN80VF/MUY-GN80VF,MITSUBISHI ELECTRIC,2.32,Non Ducted,Single Split System,Air,Thailand,2.31,5.68,8.0,0.0,0.0,0.0,Calorimeter Room,3.5243,0.0,True,6.0,0.0,0.0,0.0,3.49381534887,0.0,Calorimeter Room,Single,R32,Cooling Only,False,3.5243,AAC2699
2651,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.3:2002,FDC400KXZRE1 / FDT28KXE6F,MITSUBISHI HEAVY INDUSTRIES,1.57,Non Ducted,Multiple split - VRF,Air,Thailand,11.97,38.43,40.0,0.0,10.18,40.0,,3.747,3.9296,True,73.5,73.5,0.0,0.0,3.66195407161,3.83604889837,,Three,R410A,Reverse Cycle,False,3.747,AAC2728
2652,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.3:2002,FDC450KXZRE1,MITSUBISHI HEAVY INDUSTRIES,1.77,Non Ducted,Multiple split - VRF,Air,Thailand,14.93,43.23,45.0,0.0,11.86,45.0,,3.6049,3.7403,True,73.5,73.5,0.0,0.0,3.53458000711,3.66488875256,,Three,R410A,Reverse Cycle,False,3.6049,AAC2700
2653,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.3:2002,FDC475KXZRE1/ FDT28KXE6F,MITSUBISHI HEAVY INDUSTRIES,1.87,Non Ducted,Multiple split - VRF,Air,Thailand,15.33,45.63,47.5,0.0,12.09,47.5,,3.5047,3.8685,True,73.5,73.5,0.0,0.0,3.44201007456,3.7924148537,,Three,R410A,Reverse Cycle,False,3.5047,AAC2712
2654,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.3:2002,FDC500KXZRE1,MITSUBISHI HEAVY INDUSTRIES,1.96,Non Ducted,Multiple split - VRF,Air,Thailand,15.73,48.04,50.0,0.0,12.71,50.0,,3.4317,3.8481,True,73.5,73.5,0.0,0.0,3.37432999179,3.77612525522,,Three,R410A,Reverse Cycle,False,3.4317,AAC2701
2655,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.3:2002,FDC560KXZRE1,MITSUBISHI HEAVY INDUSTRIES,2.2,Non Ducted,Multiple split - VRF,Air,Thailand,18.91,53.8,56.0,0.0,14.93,56.0,,3.2935,3.649,True,73.5,73.5,0.0,0.0,3.24614072381,3.5914772356,,Three,R410A,Reverse Cycle,False,3.2935,AAC2702
2656,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.3:2002,FDC615KXZRE1/FDT28KXE6F x22,MITSUBISHI HEAVY INDUSTRIES,2.42,Non Ducted,Multiple split - VRF,Air,Thailand,19.81,59.08,61.5,0.0,16.81,61.5,,3.0297,3.5009,True,73.5,73.5,0.0,0.0,2.99325812677,3.45207602957,,Three,R410A,Reverse Cycle,False,3.0297,AAC2710
2657,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AV10NMMEUA / AD482MMERA,Haier,5.8,Ducted,Multiple split - VRF,Air,China,8.27,22.2,28.0,0.0,8.8,31.5,Enthalpy Test Room,3.3198,3.4898,True,20.0,20.0,0.0,0.0,3.29310017107,3.46316929045,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.3198,AAC2714
2658,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AV12NMMEUA / AD382MMERA,Haier,7.0,Ducted,Multiple split - VRF,Air,China,10.23,26.5,33.5,0.0,10.34,37.5,Enthalpy Test Room,3.2409,3.5725,True,23.0,23.0,0.0,0.0,3.21618693266,3.54587463308,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2409,AAC2704
2659,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AV14NMMEUA / AD382MMERA / AD482MMERA,Haier,8.4,Ducted,Multiple split - VRF,Air,China,12.03,31.6,40.0,0.0,12.93,45.0,Enthalpy Test Room,3.2886,3.4285,True,23.0,23.0,0.0,0.0,3.26728200478,3.40797094653,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2886,AAC2715
2660,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AV16NMMEUA / AD382MMERA,Haier,9.4,Ducted,Multiple split - VRF,Air,China,14.44,35.6,45.0,0.0,14.13,50.0,Enthalpy Test Room,3.0839,3.4855,True,39.0,39.0,0.0,0.0,3.05574764652,3.45327594935,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.0839,AAC2705
2661,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AV18NMMEUA / AD382MMERA / AD482MMERA,Haier,10.5,Ducted,Multiple split - VRF,Air,China,16.12,39.9,50.4,0.0,17.13,56.5,Enthalpy Test Room,3.0927,3.2525,True,39.0,39.0,0.0,0.0,3.06735511886,3.2276175021,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.0927,AAC2713
2662,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AV20NMMEUA / AD382MMERA,Haier,11.7,Ducted,Multiple split - VRF,Air,China,18.2,44.3,56.0,0.0,19.92,63.0,Enthalpy Test Room,3.0438,3.1155,True,42.0,42.0,0.0,0.0,3.02003746431,3.09341659539,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.0438,AAC2706
2663,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AV22NMMEUA / AD382MMERA / AD482MMERA,Haier,12.9,Ducted,Multiple split - VRF,Air,China,20.16,48.6,61.5,0.0,22.23,69.0,Enthalpy Test Room,3.018,3.0287,True,42.0,42.0,0.0,0.0,2.99672433716,3.0097033207,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.018,AAC2716
2664,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,T12AWN-NM17 / T12AWN-UM17,LG,0.14,Non Ducted,Single Split System,Air,Thailand,0.86,3.36,3.5,0.0,0.87,4.0,Calorimeter Room,4.1353,4.9331,True,3.54,3.54,0.0,0.0,4.07789084757,4.86477927583,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.1353,AAC2735
2665,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,T09AWN-NM17 / T09AWN-UM17,LG,0.02,Non Ducted,Single Split System,Air,Thailand,0.51,2.48,2.5,0.0,0.65,3.2,Calorimeter Room,4.9725,5.1139,True,3.36,3.36,0.0,0.0,4.86423117527,5.02365095076,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.9725,AAC2734
2666,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,WV040,Diamond,11.14,Ducted,Packaged,Water loop,Australia,10.88,30.14,41.28,0.0,0.0,0.0,Calorimeter Room,3.7941,0.0,False,1.0,0.0,0.0,0.0,3.79293932583,0.0,None,Three,R407C,Cooling Only,False,3.7941,AAC2762
2667,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,AC09I2,AUX,2.4,Non Ducted,Single Split System,Air,China,0.57,0.15,2.55,0.0,0.6,2.75,Calorimeter Room,4.4719,4.5976,True,0.5,0.5,0.0,0.0,4.45819537173,4.58446901082,Calorimeter Room,Single,R410A,Reverse Cycle,False,4.4719,ZAC0535
2668,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,ASW-H09S4/#R1DI-AU,AUX,2.4,Non Ducted,Single Split System,Air,China,0.57,0.15,2.55,0.0,0.6,2.75,Calorimeter Room,4.4719,4.5976,True,0.5,0.5,0.0,0.0,4.45819537173,4.58446901082,Calorimeter Room,Single,R410A,Reverse Cycle,False,4.4719,ZAC0535
2669,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,AC12I2,AUX,0.115,Non Ducted,Single Split System,Air,China,0.8,3.285,3.4,0.0,0.87,3.8,Calorimeter Room,4.3957,4.4563,True,0.4,0.4,0.0,0.0,4.38762592108,4.44940735776,Calorimeter Room,Single,R410A,Reverse Cycle,False,4.3957,ZAC0536
2670,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,ASW-H12S4/#R1DI-AU,AUX,0.115,Non Ducted,Single Split System,Air,China,0.8,3.285,3.4,0.0,0.87,3.8,Calorimeter Room,4.3957,4.4563,True,0.4,0.4,0.0,0.0,4.38762592108,4.44940735776,Calorimeter Room,Single,R410A,Reverse Cycle,False,4.3957,ZAC0536
2671,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,AC18I2,AUX,0.718,Non Ducted,Single Split System,Air,China,1.5,4.382,5.1,0.0,1.45,5.5,Calorimeter Room,3.3259,3.5898,True,6.06,6.06,0.0,0.0,3.28014519859,3.54119729494,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.3259,ZAC0537
2672,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,ASW-H18T4/#R1DI-AU,AUX,0.718,Non Ducted,Single Split System,Air,China,1.5,4.382,5.1,0.0,1.45,5.5,Calorimeter Room,3.3259,3.5898,True,6.06,6.06,0.0,0.0,3.28014519859,3.54119729494,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.3259,ZAC0537
2673,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,AC24I2,AUX,1.606,Non Ducted,Single Split System,Air,China,2.05,5.394,7.0,0.0,2.1,7.5,Calorimeter Room,3.4373,3.3397,True,6.63,6.63,0.0,0.0,3.39849226677,3.30593523707,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.4373,ZAC0534
2674,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,ASW-H24T4/#R1DI-AU,AUX,1.606,Non Ducted,Single Split System,Air,China,2.05,5.394,7.0,0.0,2.1,7.5,Calorimeter Room,3.4373,3.3397,True,6.63,6.63,0.0,0.0,3.39849226677,3.30593523707,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.4373,ZAC0534
2675,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY072LALBH / AUXA18GALH,FUJITSU,0.68,Non Ducted,Multiple split - VRF,Air,China,5.41,21.72,22.4,0.0,5.38,25.0,Enthalpy Test Room,3.9443,4.593,True,57.14,57.49,0.0,0.0,3.81087813438,4.432028601,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.9443,AAC2719
2676,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY090LALBH / AUXA18GALH,FUJITSU,0.95,Non Ducted,Multiple split - VRF,Air,China,7.54,27.05,28.0,0.0,7.51,31.5,Enthalpy Test Room,3.5522,4.1458,True,60.14,60.49,0.0,0.0,3.46172838689,4.03533477721,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.5522,AAC2717
2677,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY108LALBH / AUXA18GALH,FUJITSU,0.71,Non Ducted,Multiple split - VRF,Air,China,9.27,30.79,31.5,0.0,8.96,37.5,Enthalpy Test Room,3.6189,4.2545,True,62.14,62.49,0.0,0.0,3.53642978205,4.15380584544,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.6189,AAC2723
2678,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY144LALBH / AUXA18GALH,FUJITSU,0.8,Non Ducted,Multiple split - VRF,Air,China,13.42,44.2,45.0,0.0,14.04,50.0,Enthalpy Test Room,3.1937,3.419,True,66.14,66.49,0.0,0.0,3.14277383423,3.3658728938,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1937,AAC2724
2679,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY126LALBH / AUXA18GALH,FUJITSU,1.17,Non Ducted,Multiple split - VRF,Air,China,11.32,38.83,40.0,0.0,11.53,45.0,Enthalpy Test Room,3.4134,3.8151,True,64.14,64.49,0.0,0.0,3.34998224913,3.74397476524,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4134,AAC2718
2680,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY090LALBH / AJY072LALBH / AUXA18GALH,FUJITSU,1.63,Non Ducted,Multiple split - VRF,Air,China,12.94,48.77,50.4,0.0,12.88,56.5,Enthalpy Test Room,3.7149,4.3323,True,117.28,117.99,0.0,0.0,3.60731492346,4.20165009681,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.7149,AAC2725
2681,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY090LALBH / AUXA18GALH,FUJITSU,1.9,Non Ducted,Multiple split - VRF,Air,China,15.07,54.1,56.0,0.0,15.01,63.0,Enthalpy Test Room,3.5519,4.1455,True,119.28,119.99,0.0,0.0,3.46218194818,4.03595170365,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.5519,AAC2720
2682,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJT144GBLH / AUXA18GALH,FUJITSU,1.95,Non Ducted,Multiple split - VRF,Air,China,15.08,43.05,45.0,0.0,14.66,48.5,Enthalpy Test Room,3.0179,3.3449,True,128.14,128.35,3.52243940579,0.0,2.93354860699,3.24783196485,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.0179,AAC2721
2683,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY126LALBH / AJY072LALBH / AUXA18GALH,FUJITSU,1.85,Non Ducted,Multiple split - VRF,Air,China,16.73,60.55,62.4,0.0,16.91,70.0,Enthalpy Test Room,3.5859,4.0628,True,121.28,121.99,0.0,0.0,3.50133803351,3.965624284,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.5859,AAC2722
2684,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY072LALBH / AUXA18GALH,FUJITSU,1.37,Non Ducted,Multiple split - VRF,Air,China,10.81,43.43,44.8,0.0,10.75,50.0,Enthalpy Test Room,3.9448,4.5929,True,114.28,114.98,0.0,0.0,3.81129957685,4.43193843482,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.9448,AAC2726
2685,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AJY108LALBH / AJY072LALBH / AUXA18GALH,FUJITSU,1.39,Non Ducted,Multiple split - VRF,Air,China,14.67,54.51,55.9,0.0,14.33,62.5,Enthalpy Test Room,3.7424,4.3833,True,119.28,119.99,0.0,0.0,3.64137152169,4.26044433405,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.7424,AAC2727
2686,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RAS-07BKV-A1 / RAS-07BAV-A1,Toshiba,0.5,Non Ducted,Single Split System,Air,Thailand,0.49,1.5,2.0,0.0,0.55,2.5,Calorimeter Room,4.1677,4.5649,True,1.2,1.2,0.0,0.0,4.13380462313,4.53129990418,Calorimeter Room,Single,R410A,Reverse Cycle,False,4.1677,AAC2736
2687,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,M5-XMi 450T-AU / CNT2-XMi D15,Clivet,0.8,Ducted,Multiple split - VRF,Air,China,13.64,44.2,45.0,0.0,14.19,50.0,Enthalpy Test Room,3.2677,3.2788,True,213.0,213.0,0.0,0.0,3.10106834248,3.12370672157,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2677,AAC3270
2688,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,C-VM2-52/HFN1-Q / WMVA-26/QD3GW,MDV,0.79,Non Ducted,Multiple split - Fixed head,Air,China,1.55,4.41,5.2,0.0,1.62,5.7,Enthalpy Test Room,3.625,3.5917,True,14.0,14.0,0.0,0.0,3.50904469621,3.48734441362,Enthalpy Test Room,Single,R410A,Reverse Cycle,True,3.625,AAC2745
2689,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,C-VM3-75/HFN1-Q,MDV,0.75,Non Ducted,Multiple split - Fixed head,Air,China,2.1,6.75,7.5,0.0,2.22,8.0,Enthalpy Test Room,3.6585,3.9344,True,20.0,20.0,0.0,0.0,3.54049413336,3.80659425166,Enthalpy Test Room,Single,R410A,Reverse Cycle,True,3.6585,AAC2739
2690,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,C-VM4-86/HFN1-Q / WMVA-26/QD3GW,MDV,1.3,Non Ducted,Multiple split - Fixed head,Air,China,2.5,7.5,8.8,0.0,2.7,9.6,Enthalpy Test Room,3.8818,3.7477,True,20.0,20.0,0.0,0.0,3.77867693275,3.65198670494,Enthalpy Test Room,Single,R410A,Reverse Cycle,True,3.8818,AAC2747
2691,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,C-VM5-106/HFN1-Q,MDV,0.8,Non Ducted,Multiple split - Fixed head,Air,China,3.1,9.8,10.6,0.0,3.0,11.0,Enthalpy Test Room,3.5686,3.9128,True,25.0,25.0,0.0,0.0,3.47069329437,3.79809193409,Enthalpy Test Room,Single,R410A,Reverse Cycle,True,3.5686,AAC2738
2692,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,C-VM5-135/HFN1-Q / WMVA-26/QD3GW / WMVA-35/QC8GW,MDV,1.12,Non Ducted,Multiple split - Fixed head,Air,China,3.75,12.38,13.5,0.0,4.1,14.5,Enthalpy Test Room,3.4737,3.4677,True,25.0,23.0,0.0,0.0,3.39848853593,3.40421321447,Enthalpy Test Room,Single,R410A,Reverse Cycle,True,3.4737,AAC2746
2693,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,MM5CU106,MIDEA,0.8,Non Ducted,Multiple split - Fixed head,Air,China,3.1,9.8,10.6,0.0,3.0,11.0,Enthalpy Test Room,3.5686,3.9128,True,25.0,25.0,0.0,0.0,3.47069329437,3.79809193409,Enthalpy Test Room,Single,R410A,Reverse Cycle,True,3.5686,AAC2737
2694,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,MM5CU135 / MIS26 /MIS35,MIDEA,1.12,Non Ducted,Multiple split - Fixed head,Air,China,3.75,12.38,13.5,0.0,4.1,14.5,Enthalpy Test Room,3.4737,3.4677,True,25.0,23.0,0.0,0.0,3.39848853593,3.40421321447,Enthalpy Test Room,Single,R410A,Reverse Cycle,True,3.4737,AAC2748
2695,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,GMV-Q400WM/B-X(A) / GMV-ND50PHS/B2-T,GREE,1.14,Ducted,Multiple split - VRF,Air,China,12.58,38.87,40.01,0.0,14.23,45.0,Enthalpy Test Room,3.2661,3.212,False,31.34,31.32,0.0,0.0,3.23902401214,3.18842734306,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2661,AAC2753
2696,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT71VG/FDC71VNX,MITSUBISHI HEAVY INDUSTRIES,1.61,Non Ducted,Single Split System,Air,Thailand,1.94,5.49,7.1,2.95564337093,1.91,8.0,Calorimeter Room,3.5618,4.1148,True,33.76,33.58,0.0,0.0,3.36617275984,3.88864606369,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.5618,AAC2741
2697,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT71VG/FDCA71VNXA,MITSUBISHI HEAVY INDUSTRIES,1.61,Non Ducted,Single Split System,Air,Thailand,1.94,5.49,7.1,2.95564337093,1.91,8.0,Calorimeter Room,3.5618,4.1148,True,33.76,33.58,0.0,0.0,3.36617275984,3.88864606369,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.5618,AAC2741
2698,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT71*VNX*VG,MITSUBISHI HEAVY INDUSTRIES,1.61,Non Ducted,Single Split System,Air,Thailand,1.94,5.49,7.1,2.95564337093,1.91,8.0,Calorimeter Room,3.5618,4.1148,True,33.76,33.58,0.0,0.0,3.36617275984,3.88864606369,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.5618,AAC2741
2699,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,GMV-Q450WM/B-X(A) / GMV-ND56PHS/B2-T,GREE,0.95,Ducted,Multiple split - VRF,Air,China,13.52,44.05,45.0,0.0,16.42,50.0,Enthalpy Test Room,3.2698,2.9797,False,31.34,31.32,0.0,0.0,3.24503107342,2.96092887787,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2698,AAC2752
2700,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT125VG/FDCA125VNX,MITSUBISHI HEAVY INDUSTRIES,2.36,Non Ducted,Single Split System,Air,Thailand,3.42,10.14,12.5,2.62007044404,3.43,14.0,Calorimeter Room,3.5938,3.9625,True,32.37,32.63,0.0,0.0,3.48524004432,3.84393149694,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.5938,AAC2744
2701,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT140VG/FDCA140VNX,MITSUBISHI HEAVY INDUSTRIES,3.84,Non Ducted,Single Split System,Air,Thailand,4.26,10.16,14.0,2.6571220099,4.2,16.0,Calorimeter Room,3.3623,3.6394,True,32.19,32.39,0.0,0.0,3.2731991428,3.55030919876,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.3623,AAC2743
2702,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,DCB09,DIMPLEX,0.5,Non Ducted,Window Wall,Air,China,0.79,2.1,2.6,0.0,0.73,2.4,Calorimeter Room,3.2246,3.4061,False,2.0,2.0,0.0,0.0,3.19719160501,3.37292435424,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.2246,AAC2756
2703,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,DCB14,DIMPLEX,0.8,Non Ducted,Window Wall,Air,China,1.25,3.3,4.1,0.0,1.09,3.6,Calorimeter Room,3.1766,3.4927,False,2.0,2.0,0.0,0.0,3.15965221774,3.47139397882,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.1766,AAC2757
